item_id,qtde,forma_de_pagamento,parcelas,juros,desconto,preco_de_venda,frete_empresa,frete_cliente,frete_total,uf
PGRRM,1,Cartao,1,0,23.23,239.99,0.95379,34.20361,35.1574,ES
20057,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
RLX27,1,Pix,1,0,18.83,239.99,0.13998,29.59202,29732,RS
RAG22,1,Cartao,3,0,56.33,239.99,226,33.0928,33.3188,PR
1188N,1,Pix,1,0,18.83,239.99,0.19992,29.93168,30.1316,SP
CRM47,1,Pix,1,0,23.23,239.99,0.19992,29.93168,30.1316,SP
RAG33,1,Cartao,2,0,56.33,239.99,0.089265,30.494835,30.5841,SC
CGM47,1,Pix,1,0,18.83,239.99,0.267795,30.316305,30.5841,SC
CGL47,1,Cartao,3,0,13.43,239.99,0.19992,29.93168,30.1316,SP
CLX54,1,Pix,1,0,27.63,239.99,0.173264,29.958336,30.1316,SP
44635,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
REM10,1,Pix,1,0,24.35,239.99,0.783315,33.237585,34.0209,MG
44315,1,Cartao,3,0,0,239.99,678,32.6408,33.3188,PR
2403,1,Cartao,3,0,23.23,239.99,0.946515,34.162385,35.1089,PE
4248N,1,Boleto,1,0,23.23,239.99,0.13998,29.59202,29732,RS
0834T,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
RTP06,1,Cartao,1,0,0,239.99,1.804845,39.026255,40.8311,MT
0343B,1,Pix,1,0,18.83,239.99,0.267795,30.316305,30.5841,SC
RTP26,1,Pix,1,0,23.23,239.99,0.753555,33.068945,33.8225,RJ
40350,1,Cartao,3,0,23.23,239.99,0.19992,29.93168,30.1316,SP
4148N,1,Pix,1,0,18.83,239.99,0.13998,29.59202,29732,RS
2565Z,1,Cartao,4,0,56.33,239.99,0.261105,33.759795,34.0209,MG
32203,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
CEM41,1,Cartao,3,0,32.5,239.99,0.678873,33.342027,34.0209,MG
2555Z,1,Pix,1,0,24.35,239.99,0.19992,29.93168,30.1316,SP
RNC18,1,Pix,1,0,38.83,239.99,0.121316,29.610684,29732,RS
034H3,1,Pix,1,0,15.08,239.99,0.19992,29.93168,30.1316,SP
RGL35,1,Cartao,3,0,33.5,239.99,0.173264,29.958336,30.1316,SP
2265Z,1,Cartao,1,0,0,399.99,0.19992,49.13168,49.3316,SP
324D8,1,Pix,1,0,15.51,399.99,0.19992,49.13168,49.3316,SP
24803,1,Cartao,3,0,0,399.99,0.13998,48.79202,48932,RS
0243B,1,Pix,1,0,43.32,399.99,0.17853,49.60557,49.7841,SC
0086E,1,Cartao,3,0,23.23,399.99,0.753555,52.268945,53.0225,RJ
44705,1,Pix,1,0,23.23,399.99,0.13998,48.79202,48932,RS
33033,1,Cartao,3,0,13.5,399.99,678,51.8408,52.5188,PR
6003,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
20031,1,Cartao,3,0,23.23,399.99,0.19992,49.13168,49.3316,SP
44805,1,Cartao,3,0,24.33,399.99,0.19992,49.13168,49.3316,SP
118D8,1,Pix,1,0,18.83,399.99,0.19992,49.13168,49.3316,SP
3373,1,Cartao,2,0,23.23,399.99,0.19992,49.13168,49.3316,SP
CEM26,1,Cartao,2,0,0,399.99,0.19992,49.13168,49.3316,SP
CEM48,1,Pix,1,0,12.33,399.99,0.19992,49.13168,49.3316,SP
1187K,1,Cartao,3,0,33.5,399.99,0.173264,49.158336,49.3316,SP
RGL33,1,Pix,1,0,23.23,399.99,0.13998,48.79202,48932,RS
RNC28,1,Pix,1,0,43.32,399.99,0.13328,49.19832,49.3316,SP
20150,1,Cartao,2,0,0,399.99,0.267795,49.516305,49.7841,SC
CGM38,1,Cartao,3,0,0,399.99,0.267795,49.516305,49.7841,SC
RLX32,1,Cartao,3,0,38.83,399.99,0.232089,49.552011,49.7841,SC
CRM43,2,Cartao,3,0,35,799.98,0.232089,49.552011,49.7841,SC
033F3,1,Cartao,1,0,33.5,399.99,0.653081,52.369419,53.0225,RJ
26612,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
0033B,1,Cartao,1,0,33.5,399.99,0.121316,48.810684,48932,RS
2545Z,1,Cartao,3,0,47.53,399.99,0.106624,49.224976,49.3316,SP
33003,1,Cartao,6,0,0,399.99,2.554845,62.476255,65.0311,DF
CEM23,1,Cartao,1,0,0,399.99,0.19992,49.13168,49.3316,SP
44765,1,Cartao,1,0,56.33,399.99,0.089265,49.694835,49.7841,SC
4236S,1,Cartao,5,0,38,329.99,0.653081,43.969419,44.6225,RJ
2315Z,1,Cartao,5,0,25.83,329.99,0.173264,40.758336,40.9316,SP
33013,1,Pix,1,0,53.41,329.99,0.04666,40.48534,40532,RS
3078N,1,Cartao,3,0,0,329.99,1.461345,47.879755,49.3411,GO
23403,1,Cartao,3,0,0,329.99,0.19992,40.73168,40.9316,SP
1138N,1,Cartao,3,0,18.33,329.99,678,43.4408,44.1188,PR
2305Z,1,Cartao,2,0,0,329.99,0.13998,40.39202,40532,RS
33032,1,Cartao,3,0,26.33,329.99,0.121316,40.410684,40532,RS
0037K,1,Cartao,5,0,0.01,329.99,0.783315,44.037585,44.8209,MG
3635Z,1,Pix,1,0,26.23,329.99,0.121316,40.410684,40532,RS
44825,1,Pix,1,0,43.37,329.99,0.52221,44.29869,44.8209,MG
2585Z,1,Pix,1,0,0,329.99,0.753555,43.868945,44.6225,RJ
3255Z,1,Cartao,4,0,25.83,329.99,0.173264,40.758336,40.9316,SP
REM13,1,Pix,1,0,18.83,329.99,0.13998,40.39202,40532,RS
RAG35,1,Cartao,3,0,18.5,329.99,2.254845,52.376255,54.6311,AC
PGRRM,1,Cartao,3,0,25.83,329.99,0.121316,40.410684,40532,RS
20057,1,Pix,1,0,25.83,329.99,0.5876,43.5312,44.1188,PR
RLX27,1,Cartao,5,0,13.46,329.99,0.13998,40.39202,40532,RS
RAG22,1,Cartao,3,0,0,329.99,0.753555,43.868945,44.6225,RJ
1188N,4,Cartao,3,0,24,1319.96,1.954845,50.676255,52.6311,PA
CRM47,1,Cartao,4,0,18.5,329.99,0.13998,40.39202,40532,RS
RAG33,1,Cartao,3,0,13.5,89.99,0.19992,1.13288,1.3328,SP
CGM47,1,Pix,1,0,41.81,89.99,0.13328,1.19952,1.3328,SP
CGL47,1,Cartao,3,0,0,89.99,1.954845,11.077455,13.0323,PA
CLX54,1,Cartao,3,0,0,89.99,1.02432,5.80448,6.8288,PB
44635,1,Pix,1,0,18.83,89.99,0.19992,1.13288,1.3328,SP
REM10,1,Cartao,3,0,0,89.99,0.19992,1.13288,1.3328,SP
44315,1,Pix,1,0,18.83,89.99,0.13998,0.79322,0.9332,RS
2403,1,Pix,1,0,16.13,89.99,0.19992,1.13288,1.3328,SP
4248N,1,Cartao,1,0,0,89.99,0.13998,0.79322,0.9332,RS
0834T,1,Cartao,1,0,0,89.99,0.13998,0.79322,0.9332,RS
RTP06,1,Cartao,3,0,38.33,89.99,0.232089,1.553211,1.7853,SC
0343B,4,Cartao,3,0,32,359.96,1.694199,11.338101,13.0323,PA
RTP26,1,Cartao,3,0,40,199.99,0.09332,24.83868,24932,RS
40350,1,Cartao,3,0,15,199.99,0.267795,25.516305,25.7841,SC
4148N,1,Pix,1,0,17.43,199.99,0.19992,25.13168,25.3316,SP
2565Z,1,Pix,1,0,0,199.99,0.19992,25.13168,25.3316,SP
32203,1,Pix,1,0,40.73,199.99,0.52221,28.69869,29.2209,MG
CEM41,1,Boleto,1,0,17.43,199.99,0.19992,25.13168,25.3316,SP
2555Z,1,Cartao,6,0,22.33,199.99,2.704845,39.326255,42.0311,MA
RNC18,1,Cartao,3,0,37.48,199.99,0.173264,25.158336,25.3316,SP
034H3,2,Cartao,4,0,0,399.98,0.13998,24.79202,24932,RS
RGL35,1,Pix,1,0,27.23,199.99,0.173264,25.158336,25.3316,SP
2265Z,1,Cartao,2,0,0,199.99,0.19992,25.13168,25.3316,SP
324D8,2,Pix,1,0,34.38,399.98,0.173264,25.158336,25.3316,SP
24803,2,Pix,1,0,40.58,399.98,0.52221,28.69869,29.2209,MG
0243B,1,Cartao,3,0,48,199.99,0.401896,28.620604,29.0225,RJ
0086E,2,Cartao,6,0,43.38,399.98,0.13328,25.19832,25.3316,SP
44705,1,Cartao,3,0,0,89.99,0.19992,1.13288,1.3328,SP
33033,1,Cartao,3,0,0,89.99,678,3842,4.52,PR
6003,1,Pix,1,0,20.23,89.99,0.13998,0.79322,0.9332,RS
20031,1,Cartao,3,0,17.43,89.99,0.13998,0.79322,0.9332,RS
44805,2,Cartao,3,0,0,179.98,0.267795,1.517505,1.7853,SC
118D8,1,Pix,1,0,0,89.99,0.19992,1.13288,1.3328,SP
3373,1,Cartao,5,0,0,89.99,0.19992,1.13288,1.3328,SP
CEM26,4,Cartao,3,0,50,359.96,0.089265,1.696035,1.7853,SC
CEM48,1,Pix,1,0,33.37,89.99,0.173264,1.159536,1.3328,SP
1187K,2,Pix,1,0,34.38,699.98,0.121316,42.810684,42932,RS
RGL33,2,Pix,1,0,34.38,699.98,0.121316,42.810684,42932,RS
RNC28,1,Cartao,4,0,12.5,349.99,0.753555,46.268945,47.0225,RJ
20150,1,Cartao,3,0,17.43,349.99,0.13998,42.79202,42932,RS
CGM38,1,Cartao,5,0,0,349.99,0.19992,43.13168,43.3316,SP
RLX32,1,Cartao,2,0,12.5,349.99,0.19992,43.13168,43.3316,SP
CRM43,2,Cartao,3,0,43.38,699.98,0.50237,46.52013,47.0225,RJ
033F3,3,Pix,1,0,12.13,1049.97,678,45.8408,46.5188,PR
26612,1,Cartao,1,0,12.5,349.99,0.783315,46.437585,47.2209,MG
0033B,2,Cartao,5,0,43.38,699.98,0.17853,43.60557,43.7841,SC
2545Z,1,Pix,1,0,13.33,349.99,0.19992,43.13168,43.3316,SP
33003,4,Cartao,3,0,33.36,1399.96,0.173264,43.158336,43.3316,SP
CEM23,1,Cartao,3,0,13.33,349.99,0.19992,43.13168,43.3316,SP
44765,1,Cartao,3,0,35.33,349.99,1.266499,50.474601,51.7411,GO
4236S,1,Cartao,3,0,13.33,349.99,0.19992,43.13168,43.3316,SP
2315Z,1,Cartao,3,0,13.33,349.99,0.19992,43.13168,43.3316,SP
33013,1,Cartao,1,0,0,349.99,678,45.8408,46.5188,PR
3078N,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
23403,1,Cartao,1,0,13.33,349.99,0.19992,43.13168,43.3316,SP
1138N,1,Cartao,1,0,0,349.99,0.19992,43.13168,43.3316,SP
2305Z,1,Pix,1,0,33.6,349.99,0.173264,43.158336,43.3316,SP
33032,1,Cartao,5,0,0,349.99,0.19992,43.13168,43.3316,SP
0037K,1,Cartao,4,0,0,349.99,0.13998,42.79202,42932,RS
3635Z,2,Pix,1,0,47.58,699.98,0.074656,42.857344,42932,RS
44825,2,Pix,1,0,47.58,699.98,0.074656,42.857344,42932,RS
2585Z,1,Pix,1,0,55.4,349.99,0.089265,43.694835,43.7841,SC
3255Z,4,Cartao,3,0,0,1399.96,0.267795,43.516305,43.7841,SC
REM13,3,Cartao,3,0,51,1049.97,0.06664,43.26496,43.3316,SP
RAG35,1,Cartao,3,0,33.33,349.99,0.173264,43.158336,43.3316,SP
PGRRM,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
20057,1,Pix,1,0,55.4,349.99,0.34144,48.48616,48.8276,PB
RLX27,1,Cartao,1,0,33.33,349.99,0.653081,46.369419,47.0225,RJ
RAG22,2,Cartao,2,0,0,699.98,678,45.8408,46.5188,PR
1188N,1,Cartao,3,0,17.83,349.99,0.19992,43.13168,43.3316,SP
CRM47,1,Pix,1,0,55.4,349.99,0.089265,43.694835,43.7841,SC
RAG33,1,Pix,1,0,55.4,349.99,0.06664,43.26496,43.3316,SP
CGM47,1,Cartao,2,0,17,349.99,0.19992,43.13168,43.3316,SP
CGL47,1,Pix,1,0,55.4,349.99,0.06664,43.26496,43.3316,SP
CLX54,1,Cartao,3,0,33.33,349.99,0.121316,42.810684,42932,RS
44635,3,Pix,1,0,36.2,1049.97,0.173264,43.158336,43.3316,SP
REM10,1,Cartao,3,0,33.33,349.99,0.121316,42.810684,42932,RS
44315,4,Cartao,3,0,15.36,1399.96,0.753555,46.268945,47.0225,RJ
2403,1,Cartao,3,0,33.33,349.99,0.173264,43.158336,43.3316,SP
4248N,1,Pix,1,0,23.73,349.99,0.13998,42.79202,42932,RS
0834T,1,Cartao,2,0,33.33,349.99,0.121316,42.810684,42932,RS
RTP06,3,Pix,1,0,36.2,1049.97,0.5876,45.9312,46.5188,PR
0343B,1,Cartao,2,0,0,349.99,0.13998,42.79202,42932,RS
RTP26,1,Cartao,5,0,33.33,349.99,0.448201,44.998299,45.4465,CE
40350,3,Cartao,3,0,0,1049.97,678,45.8408,46.5188,PR
4148N,1,Boleto,1,0,0,349.99,0.19992,43.13168,43.3316,SP
2565Z,2,Pix,1,0,10.8,699.98,0.267795,43.516305,43.7841,SC
32203,1,Cartao,4,0,18.36,349.99,0.13998,42.79202,42932,RS
CEM41,2,Pix,1,0,23.2,699.98,0.19992,43.13168,43.3316,SP
2555Z,3,Pix,1,0,36.2,1049.97,0.173264,43.158336,43.3316,SP
RNC18,1,Pix,1,0,55.4,349.99,0.06664,43.26496,43.3316,SP
034H3,1,Pix,1,0,23.73,349.99,0.267795,43.516305,43.7841,SC
RGL35,1,Pix,1,0,43.08,349.99,0.09332,42.83868,42932,RS
2265Z,1,Pix,1,0,43.08,349.99,0.52221,46.69869,47.2209,MG
324D8,2,Cartao,3,0,54.38,699.98,0.06664,43.26496,43.3316,SP
24803,2,Cartao,3,0,54.38,699.98,0.601615,53.429485,54.0311,MT
0243B,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
0086E,1,Cartao,3,0,27.13,349.99,0.173264,43.158336,43.3316,SP
44705,1,Cartao,3,0,27.13,349.99,0.232089,43.552011,43.7841,SC
33033,1,Pix,1,0,0,349.99,0.19992,43.13168,43.3316,SP
6003,2,Cartao,1,0,54.38,699.98,226,46.2928,46.5188,PR
20031,2,Cartao,3,0,54.38,699.98,0.06664,43.26496,43.3316,SP
44805,2,Pix,1,0,5.75999999999999,699.98,678,45.8408,46.5188,PR
118D8,1,Cartao,3,0,0,349.99,0.13998,42.79202,42932,RS
3373,1,Cartao,1,0,27.13,349.99,0.173264,43.158336,43.3316,SP
CEM26,4,Cartao,3,0,28.76,1399.96,0.173264,43.158336,43.3316,SP
CEM48,1,Cartao,1,0,33.33,349.99,0.173264,43.158336,43.3316,SP
1187K,1,Pix,1,0,25.83,89.99,0.121316,0.811884,0.9332,RS
RGL33,1,Cartao,2,0,36.33,89.99,1.266499,8.475801,9.7423,GO
RNC28,1,Cartao,5,0,36.33,89.99,0.39013,2.61087,3001,BA
20150,1,Cartao,3,0,0,89.99,0.753555,4.270145,5.0237,RJ
CGM38,1,Cartao,3,0,23.53,89.99,0.19992,1.13288,1.3328,SP
RLX32,1,Cartao,2,0,36.33,89.99,0.232089,1.553211,1.7853,SC
CRM43,1,Cartao,4,0,36.33,89.99,2.214199,14.818101,17.0323,DF
033F3,1,Pix,1,0,10.23,89.99,2.404845,13.627455,16.0323,MS
26612,1,Pix,1,0,25.83,89.99,0.173264,1.159536,1.3328,SP
0033B,1,Cartao,5,0,47.33,89.99,0.142824,1.642476,1.7853,SC
2545Z,1,Cartao,3,0,55.33,89.99,0.251185,4.772515,5.0237,RJ
33003,1,Pix,1,0,44.73,89.99,0.34477,3.10293,3.4477,CE
CEM23,1,Cartao,1,0,34.33,89.99,0.5876,3.9324,4.52,PR
44765,1,Pix,1,0,25.83,89.99,0.121316,0.811884,0.9332,RS
4236S,1,Cartao,1,0,0,169.99,0.753555,24.668945,25.4225,RJ
2315Z,1,Pix,1,0,0,169.99,0.13998,21.19202,21332,RS
33013,1,Cartao,5,0,0,169.99,0.783315,24.837585,25.6209,MG
3078N,1,Cartao,3,0,36.33,169.99,1.824199,32.606901,34.4311,SE
23403,1,Cartao,5,0,36.33,169.99,0.121316,21.210684,21332,RS
1138N,1,Pix,1,0,15.32,169.99,0.19992,21.53168,21.7316,SP
2305Z,5,Cartao,2,0,23.35,849.95,0.946515,25.762385,26.7089,PE
33032,1,Cartao,2,0,23.53,169.99,0.753555,24.668945,25.4225,RJ
0037K,1,Cartao,3,0,0,169.99,1.461345,28.679755,30.1411,GO
3635Z,1,Cartao,1,0,0,399.99,0.19992,49.13168,49.3316,SP
44825,1,Cartao,6,0,34.33,399.99,0.448201,50.998299,51.4465,CE
2585Z,1,Cartao,3,0,38.5,399.99,0.173264,49.158336,49.3316,SP
3255Z,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
REM13,1,Cartao,1,0,0,399.99,0.19992,49.13168,49.3316,SP
RAG35,1,Cartao,6,0,0,399.99,0.19992,49.13168,49.3316,SP
PGRRM,1,Cartao,3,0,42.33,399.99,0.3001,50.6997,50.9998,BA
20057,1,Cartao,5,0,42.33,399.99,0.09332,48.83868,48932,RS
RLX27,1,Pix,1,0,20.07,399.99,0.783315,52.437585,53.2209,MG
RAG22,1,Pix,1,0,20.07,399.99,1.461345,56.279755,57.7411,GO
1188N,1,Cartao,3,0,42.33,399.99,0.13328,49.19832,49.3316,SP
CRM47,1,Pix,1,0,20.07,399.99,0.19992,49.13168,49.3316,SP
RAG33,1,Cartao,5,0,0.01,399.99,0.13998,48.79202,48932,RS
CGM47,1,Cartao,6,0,42.33,399.99,0.68288,54.14472,54.8276,PB
CGL47,1,Pix,1,0,23.28,399.99,0.19992,49.13168,49.3316,SP
CLX54,1,Cartao,6,0,0,399.99,0.13998,48.79202,48932,RS
44635,1,Cartao,5,0,42.33,399.99,0.52221,52.69869,53.2209,MG
REM10,1,Pix,1,0,20.07,399.99,0.783315,52.437585,53.2209,MG
44315,1,Cartao,3,0,44.33,399.99,0.09332,48.83868,48932,RS
2403,1,Boleto,1,0,34.33,399.99,0.121316,48.810684,48932,RS
4248N,1,Cartao,3,0,34.33,399.99,0.173264,49.158336,49.3316,SP
0834T,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
RTP06,1,Cartao,5,0,34.33,399.99,0.121316,48.810684,48932,RS
0343B,1,Pix,1,0,12.08,399.99,0.13998,48.79202,48932,RS
RTP26,1,Cartao,5,0,13.34,399.99,1.461345,56.279755,57.7411,GO
40350,1,Pix,1,0,20.07,399.99,0.13998,48.79202,48932,RS
4148N,1,Cartao,3,0,0,399.99,0.13998,48.79202,48932,RS
2565Z,1,Cartao,1,0,0,169.99,0.19992,21.53168,21.7316,SP
32203,1,Cartao,1,0,0,169.99,0.13998,21.19202,21332,RS
CEM41,1,Cartao,1,0,7.34,169.99,678,24.2408,24.9188,PR
2555Z,1,Boleto,1,0,0,169.99,0.753555,24.668945,25.4225,RJ
RNC18,1,Pix,1,0,11.12,169.99,0.19992,21.53168,21.7316,SP
034H3,1,Cartao,3,0,15.83,169.99,0.19992,21.53168,21.7316,SP
RGL35,1,Pix,1,0,25.3,169.99,0.173264,21.558336,21.7316,SP
2265Z,1,Boleto,1,0,0,169.99,0.19992,21.53168,21.7316,SP
324D8,1,Cartao,2,0,0,169.99,0.19992,21.53168,21.7316,SP
24803,1,Boleto,1,0,0,169.99,0.19992,21.53168,21.7316,SP
0243B,1,Cartao,3,0,0,169.99,0.45015,22.94965,23.3998,BA
0086E,1,Cartao,6,0,7.34,169.99,0.19992,21.53168,21.7316,SP
44705,1,Pix,1,0,11.12,169.99,0.19992,21.53168,21.7316,SP
33033,1,Cartao,3,0,0,169.99,678,24.2408,24.9188,PR
6003,1,Cartao,3,0,0,169.99,0.19992,21.53168,21.7316,SP
20031,1,Pix,1,0,20.18,169.99,0.19992,21.53168,21.7316,SP
44805,1,Cartao,3,0,34,169.99,0.173264,21.558336,21.7316,SP
118D8,1,Cartao,3,0,15,169.99,0.13998,21.19202,21332,RS
3373,1,Pix,1,0,33.33,169.99,0.173264,21.558336,21.7316,SP
CEM26,1,Cartao,3,0,0,169.99,0.13998,21.19202,21332,RS
CEM48,3,Cartao,1,0,13.31,509.97,0.45015,22.94965,23.3998,BA
1187K,1,Boleto,1,0,0,169.99,0.13998,21.19202,21332,RS
RGL33,1,Cartao,3,0,15,169.99,0.783315,24.837585,25.6209,MG
RNC28,1,Cartao,4,0,23.33,169.99,0.19992,21.53168,21.7316,SP
20150,1,Cartao,6,0,32.5,169.99,0.678873,24.942027,25.6209,MG
CGM38,1,Cartao,3,0,0,169.99,0.13998,21.19202,21332,RS
RLX32,1,Cartao,3,0,0,169.99,0.753555,24.668945,25.4225,RJ
CRM43,1,Pix,1,0,20.32,349.99,0.13998,42.79202,42932,RS
033F3,1,Boleto,1,0,0,349.99,0.19992,43.13168,43.3316,SP
26612,1,Cartao,3,0,0,349.99,0.13998,42.79202,42932,RS
0033B,1,Pix,1,0,20.32,349.99,678,45.8408,46.5188,PR
2545Z,1,Cartao,3,0,0,349.99,0.267795,43.516305,43.7841,SC
33003,1,Pix,1,0,20.32,349.99,0.19992,43.13168,43.3316,SP
CEM23,1,Cartao,6,0,0,349.99,0.13998,42.79202,42932,RS
44765,1,Cartao,3,0,14.34,349.99,678,45.8408,46.5188,PR
4236S,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
2315Z,1,Cartao,3,0,14.34,349.99,0.753555,46.268945,47.0225,RJ
33013,1,Cartao,3,0,14.34,349.99,0.19992,43.13168,43.3316,SP
3078N,1,Pix,1,0,20.32,349.99,0.19992,43.13168,43.3316,SP
23403,1,Cartao,1,0,0,349.99,0.267795,43.516305,43.7841,SC
1138N,1,Cartao,4,0,17.33,349.99,0.753555,46.268945,47.0225,RJ
2305Z,1,Cartao,3,0,0,349.99,0.13998,42.79202,42932,RS
33032,1,Cartao,3,0,14.34,349.99,0.13998,42.79202,42932,RS
0037K,1,Cartao,6,0,0,349.99,678,45.8408,46.5188,PR
3635Z,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
44825,1,Cartao,1,0,0,349.99,0.13998,42.79202,42932,RS
2585Z,1,Pix,1,0,20.32,349.99,0.517155,44.929345,45.4465,CE
3255Z,1,Cartao,3,0,14.34,349.99,678,45.8408,46.5188,PR
REM13,1,Cartao,3,0,0,349.99,0.783315,46.437585,47.2209,MG
RAG35,1,Cartao,3,0,0,349.99,0.946515,47.362385,48.3089,PE
PGRRM,1,Cartao,3,0,14.34,349.99,0.13998,42.79202,42932,RS
20057,1,Pix,1,0,40.38,349.99,0.52221,46.69869,47.2209,MG
RLX27,1,Pix,1,0,18.21,349.99,0.13998,42.79202,42932,RS
RAG22,1,Pix,1,0,20.32,349.99,0.19992,43.13168,43.3316,SP
1188N,1,Cartao,3,0,0,349.99,0.753555,46.268945,47.0225,RJ
CRM47,1,Cartao,3,0,14.34,349.99,0.946515,47.362385,48.3089,PE
RAG33,1,Pix,1,0,20.32,349.99,0.13998,42.79202,42932,RS
CGM47,1,Cartao,2,0,0,349.99,0.19992,43.13168,43.3316,SP
CGL47,1,Cartao,3,0,0,349.99,0.13998,42.79202,42932,RS
CLX54,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
44635,1,Pix,1,0,43.3,349.99,0.13328,43.19832,43.3316,SP
REM10,1,Pix,1,0,28.22,349.99,0.39013,44.60967,44.9998,BA
44315,1,Pix,1,0,20.32,349.99,0.19992,43.13168,43.3316,SP
2403,1,Cartao,3,0,23.83,349.99,0.19992,43.13168,43.3316,SP
4248N,1,Pix,1,0,43.3,349.99,0.13328,43.19832,43.3316,SP
0834T,1,Cartao,3,0,0,349.99,0.13998,42.79202,42932,RS
RTP06,1,Cartao,3,0,0,349.99,0.753555,46.268945,47.0225,RJ
0343B,1,Pix,1,0,48.72,349.99,0.3616,46.1572,46.5188,PR
RTP26,1,Pix,1,0,34.82,349.99,0.173264,43.158336,43.3316,SP
40350,1,Cartao,3,0,14.34,349.99,0.19992,43.13168,43.3316,SP
4148N,1,Cartao,3,0,20.32,349.99,0.19992,43.13168,43.3316,SP
2565Z,1,Pix,1,0,40.38,349.99,1.30323,53.72787,55.0311,PA
32203,1,Cartao,2,0,0,349.99,678,45.8408,46.5188,PR
CEM41,1,Pix,1,0,20.32,349.99,678,45.8408,46.5188,PR
2555Z,1,Pix,1,0,34.82,349.99,0.232089,43.552011,43.7841,SC
RNC18,1,Boleto,1,0,0,349.99,0.13998,42.79202,42932,RS
034H3,1,Pix,1,0,20.32,349.99,0.946515,47.362385,48.3089,PE
RGL35,1,Cartao,3,0,14.34,349.99,0.267795,43.516305,43.7841,SC
2265Z,1,Boleto,1,0,23.31,349.99,678,45.8408,46.5188,PR
324D8,1,Cartao,4,0,0,349.99,0.13998,42.79202,42932,RS
24803,1,Cartao,3,0,14.34,349.99,0.783315,46.437585,47.2209,MG
0243B,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
0086E,1,Pix,1,0,20.32,349.99,1.954845,53.076255,55.0311,PA
44705,1,Cartao,3,0,14.34,349.99,0.13998,42.79202,42932,RS
33033,1,Pix,1,0,20.32,349.99,0.19992,43.13168,43.3316,SP
6003,1,Pix,1,0,20.32,349.99,0.13998,42.79202,42932,RS
20031,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
44805,1,Pix,1,0,48.72,349.99,0.417768,46.803132,47.2209,MG
118D8,1,Pix,1,0,34.82,349.99,0.232089,43.552011,43.7841,SC
3373,1,Cartao,1,0,0,349.99,0.783315,46.437585,47.2209,MG
CEM26,1,Pix,1,0,34.82,349.99,0.232089,43.552011,43.7841,SC
CEM48,2,Cartao,2,0,0,699.98,0.13998,42.79202,42932,RS
1187K,1,Cartao,3,0,0,349.99,0.753555,46.268945,47.0225,RJ
RGL33,1,Pix,1,0,34.82,349.99,0.173264,43.158336,43.3316,SP
RNC28,1,Pix,1,0,20.32,349.99,0.267795,43.516305,43.7841,SC
20150,1,Cartao,1,0,0,349.99,0.13998,42.79202,42932,RS
CGM38,1,Cartao,4,0,0,349.99,0.783315,46.437585,47.2209,MG
RLX32,1,Pix,1,0,20.32,349.99,0.753555,46.268945,47.0225,RJ
CRM43,1,Pix,1,0,20.32,349.99,0.267795,43.516305,43.7841,SC
033F3,1,Cartao,3,0,0,349.99,0.19992,43.13168,43.3316,SP
26612,1,Cartao,3,0,17.53,349.99,678,45.8408,46.5188,PR
0033B,2,Pix,1,0,13.64,699.98,0.13998,42.79202,42932,RS
2545Z,1,Cartao,3,0,0,349.99,0.13998,42.79202,42932,RS
33003,1,Cartao,3,0,14.34,349.99,0.19992,43.13168,43.3316,SP
CEM23,1,Pix,1,0,0,349.99,678,45.8408,46.5188,PR
44765,1,Cartao,3,0,14.34,349.99,678,45.8408,46.5188,PR
4236S,1,Cartao,3,0,0,349.99,678,45.8408,46.5188,PR
2315Z,1,Cartao,3,0,0,349.99,0.13998,42.79202,42932,RS
33013,1,Pix,1,0,20.32,349.99,0.19992,43.13168,43.3316,SP
3078N,1,Cartao,3,0,14.34,349.99,678,45.8408,46.5188,PR
23403,1,Pix,1,0,20.32,349.99,0.13998,42.79202,42932,RS
1138N,1,Cartao,3,0,0,349.99,0.267795,43.516305,43.7841,SC
2305Z,1,Pix,1,0,18.75,239.99,0.45015,31.34965,31.7998,BA
33032,1,Cartao,3,0,0,239.99,0.753555,33.068945,33.8225,RJ
0037K,1,Pix,1,0,43.3,239.99,1.30323,40.52787,41.8311,PA
3635Z,1,Pix,1,0,18.61,239.99,0.13998,29.59202,29732,RS
44825,1,Cartao,3,0,13.83,239.99,0.45015,31.34965,31.7998,BA
