item_id,qtde,forma_de_pagamento,parcelas,juros,desconto,preco_de_venda,frete_empresa,frete_cliente,frete_total,uf
23403,1,Pix,1,0,13.34,189.99,0.19992,23.93168,24.1316,SP
1138N,1,Pix,1,0,48.23,189.99,0.106624,24.024976,24.1316,SP
2305Z,1,Cartao,3,0,0,189.99,2.554845,37.276255,39.8311,DF
33032,2,Cartao,3,0,0,379.98,0.19992,23.93168,24.1316,SP
0037K,1,Cartao,6,0,0,189.99,0.19992,23.93168,24.1316,SP
3635Z,1,Cartao,5,0,0,189.99,0.13998,23.59202,23732,RS
44825,1,Cartao,5,0,0,189.99,0.267795,24.316305,24.5841,SC
2585Z,1,Cartao,1,0,0,189.99,0.753555,27.068945,27.8225,RJ
3255Z,1,Cartao,5,0,0,189.99,678,26.6408,27.3188,PR
REM13,1,Pix,1,0,33.2,189.99,0.121316,23.610684,23732,RS
RAG35,1,Cartao,4,0,0,189.99,0.13998,23.59202,23732,RS
PGRRM,1,Cartao,3,0,44.83,189.99,0.13328,23.99832,24.1316,SP
20057,1,Pix,1,0,25.82,189.99,0.678873,27.342027,28.0209,MG
RLX27,1,Pix,1,0,10.13,189.99,0.19992,23.93168,24.1316,SP
RAG22,1,Cartao,3,0,0,189.99,0.946515,28.162385,29.1089,PE
1188N,1,Cartao,3,0,44.83,189.99,0.17853,24.40557,24.5841,SC
CRM47,1,Cartao,5,0,0,189.99,0.946515,28.162385,29.1089,PE
RAG33,1,Pix,1,0,52.23,189.99,0.06664,24.06496,24.1316,SP
CGM47,1,Cartao,5,0,0,189.99,0.45015,25.34965,25.7998,BA
CGL47,1,Cartao,3,0,0,189.99,0.19992,23.93168,24.1316,SP
CLX54,1,Pix,1,0,13.34,189.99,0.753555,27.068945,27.8225,RJ
44635,1,Cartao,3,0,0,189.99,0.13998,23.59202,23732,RS
REM10,1,Pix,1,0,20.32,189.99,0.19992,23.93168,24.1316,SP
44315,1,Pix,1,0,20.32,189.99,0.753555,27.068945,27.8225,RJ
2403,1,Cartao,4,0,0,189.99,0.267795,24.316305,24.5841,SC
4248N,1,Pix,1,0,34.82,189.99,0.232089,24.352011,24.5841,SC
0834T,1,Cartao,3,0,22.44,189.99,0.45015,25.34965,25.7998,BA
RTP06,2,Pix,1,0,11.28,379.98,678,26.6408,27.3188,PR
0343B,1,Cartao,5,0,22.44,189.99,0.753555,27.068945,27.8225,RJ
RTP26,2,Pix,1,0,26.34,379.98,0.678873,27.342027,28.0209,MG
40350,1,Cartao,5,0,22.44,189.99,2.254845,35.576255,37.8311,RN
4148N,1,Cartao,5,0,0,189.99,0.13998,23.59202,23732,RS
2565Z,2,Cartao,3,0,44.88,379.98,0.13328,23.99832,24.1316,SP
32203,1,Cartao,3,0,33.38,189.99,1.266499,31.274601,32.5411,GO
CEM41,1,Cartao,5,0,0,189.99,0.13998,23.59202,23732,RS
2555Z,1,Pix,1,0,38.42,189.99,0.121316,23.610684,23732,RS
RNC18,1,Cartao,5,0,22.44,189.99,2.554845,37.276255,39.8311,DF
034H3,3,Cartao,3,0,17.37,569.97,0.13998,23.59202,23732,RS
RGL35,1,Cartao,1,0,0,189.99,0.19992,23.93168,24.1316,SP
2265Z,1,Pix,1,0,15.32,189.99,0.19992,23.93168,24.1316,SP
324D8,1,Cartao,3,0,0,189.99,0.267795,24.316305,24.5841,SC
24803,1,Pix,1,0,44.73,189.99,0.17853,24.40557,24.5841,SC
0243B,1,Pix,1,0,56.35,189.99,0.06664,24.06496,24.1316,SP
0086E,1,Cartao,2,0,50,189.99,0.06664,24.06496,24.1316,SP
44705,1,Pix,1,0,45.3,189.99,0.3616,26.9572,27.3188,PR
33033,1,Cartao,1,0,0,189.99,0.19992,23.93168,24.1316,SP
6003,1,Cartao,4,0,0,189.99,0.13998,23.59202,23732,RS
20031,1,Pix,1,0,12.45,189.99,0.753555,27.068945,27.8225,RJ
44805,1,Pix,1,0,23.17,189.99,0.753555,27.068945,27.8225,RJ
118D8,1,Cartao,3,0,22.44,189.99,0.19992,23.93168,24.1316,SP
3373,1,Cartao,4,0,0,169.99,0.19992,21.53168,21.7316,SP
CEM26,1,Cartao,1,0,38.42,169.99,0.232089,21.952011,22.1841,SC
CEM48,1,Cartao,5,0,27.44,169.99,0.653081,24.769419,25.4225,RJ
1187K,1,Pix,1,0,12.23,169.99,0.13998,21.19202,21332,RS
RGL33,1,Cartao,3,0,0,169.99,0.267795,21.916305,22.1841,SC
RNC28,1,Pix,1,0,24.26,169.99,0.19992,21.53168,21.7316,SP
20150,1,Cartao,3,0,0,169.99,0.753555,24.668945,25.4225,RJ
CGM38,1,Cartao,3,0,0,169.99,0.19992,21.53168,21.7316,SP
RLX32,1,Cartao,3,0,0,169.99,0.95379,25.80361,26.7574,ES
CRM43,1,Cartao,5,0,0,169.99,0.19992,21.53168,21.7316,SP
033F3,1,Pix,1,0,38.42,169.99,1.694199,31.736901,33.4311,PA
26612,1,Cartao,3,0,17.83,169.99,1.461345,28.679755,30.1411,GO
0033B,2,Cartao,3,0,54.88,339.98,0.089265,22.094835,22.1841,SC
2545Z,1,Pix,1,0,58.12,199.99,226,28.2928,28.5188,PR
33003,1,Cartao,5,0,0,199.99,678,27.8408,28.5188,PR
CEM23,1,Cartao,2,0,31.13,199.99,0.121316,24.810684,24932,RS
44765,1,Cartao,6,0,0,199.99,0.13998,24.79202,24932,RS
4236S,1,Cartao,6,0,0,199.99,0.13998,24.79202,24932,RS
2315Z,1,Cartao,5,0,24,199.99,0.19992,25.13168,25.3316,SP
33013,1,Cartao,3,0,25,199.99,0.5876,27.9312,28.5188,PR
3078N,1,Cartao,4,0,13.5,199.99,0.19992,25.13168,25.3316,SP
23403,1,Cartao,3,0,0,199.99,678,27.8408,28.5188,PR
1138N,1,Pix,1,0,34.32,199.99,0.678873,28.542027,29.2209,MG
2305Z,1,Pix,1,0,37.33,199.99,0.653081,28.369419,29.0225,RJ
33032,1,Cartao,3,0,23.5,199.99,0.753555,28.268945,29.0225,RJ
0037K,1,Cartao,3,0,11.33,199.99,678,27.8408,28.5188,PR
3635Z,1,Pix,1,0,34.32,199.99,0.232089,25.552011,25.7841,SC
44825,1,Pix,1,0,34.32,199.99,0.678873,28.542027,29.2209,MG
2585Z,1,Cartao,1,0,0,199.99,0.19992,25.13168,25.3316,SP
3255Z,1,Cartao,4,0,47.13,199.99,1.362584,39.668516,41.0311,DF
REM13,1,Cartao,3,0,43.5,199.99,0.17853,25.60557,25.7841,SC
RAG35,1,Cartao,5,0,33.33,199.99,0.5876,27.9312,28.5188,PR
PGRRM,1,Pix,1,0,12.02,189.99,0.13998,23.59202,23732,RS
20057,1,Cartao,3,0,27.33,189.99,0.173264,23.958336,24.1316,SP
RLX27,1,Cartao,3,0,17.33,189.99,0.267795,24.316305,24.5841,SC
RAG22,1,Cartao,3,0,0,189.99,0.753555,27.068945,27.8225,RJ
1188N,1,Cartao,2,0,0,189.99,0.753555,27.068945,27.8225,RJ
CRM47,1,Pix,1,0,24.74,189.99,0.19992,23.93168,24.1316,SP
RAG33,1,Pix,1,0,23.03,189.99,0.267795,24.316305,24.5841,SC
CGM47,1,Cartao,3,0,30,189.99,0.173264,23.958336,24.1316,SP
CGL47,1,Pix,1,0,33.63,189.99,0.678873,27.342027,28.0209,MG
CLX54,1,Cartao,2,0,0,189.99,2.254845,35.576255,37.8311,AC
44635,1,Cartao,6,0,36.5,189.99,0.653081,27.169419,27.8225,RJ
REM10,1,Pix,1,0,33.63,189.99,0.173264,23.958336,24.1316,SP
44315,1,Cartao,3,0,0,189.99,678,26.6408,27.3188,PR
2403,1,Cartao,3,0,33.33,189.99,0.678873,27.342027,28.0209,MG
4248N,1,Cartao,2,0,13.33,189.99,0.19992,23.93168,24.1316,SP
0834T,1,Cartao,3,0,53.83,189.99,0.651615,35.179485,35.8311,PA
RTP06,1,Cartao,2,0,13.33,189.99,0.517155,25.729345,26.2465,CE
0343B,1,Cartao,3,0,0,189.99,0.753555,27.068945,27.8225,RJ
RTP26,1,Cartao,3,0,0,189.99,1.60899,31.91641,33.5254,RO
40350,1,Cartao,3,0,22.33,189.99,0.753555,27.068945,27.8225,RJ
4148N,1,Cartao,6,0,0,189.99,0.19992,23.93168,24.1316,SP
2565Z,1,Pix,1,0,10.78,189.99,0.783315,27.237585,28.0209,MG
32203,1,Cartao,3,0,16.33,189.99,1.804845,33.026255,34.8311,MT
CEM41,1,Cartao,3,0,26.33,189.99,0.39013,25.40967,25.7998,BA
2555Z,1,Pix,1,0,24.33,189.99,0.753555,27.068945,27.8225,RJ
RNC18,1,Cartao,3,0,35.33,189.99,0.173264,23.958336,24.1316,SP
034H3,1,Cartao,3,0,33.33,189.99,0.173264,23.958336,24.1316,SP
RGL35,1,Cartao,3,0,0,189.99,678,26.6408,27.3188,PR
2265Z,1,Pix,1,0,10.78,189.99,0.19992,23.93168,24.1316,SP
324D8,1,Pix,1,0,34.43,189.99,0.5876,26.7312,27.3188,PR
24803,1,Pix,1,0,12.23,189.99,0.13998,23.59202,23732,RS
0243B,1,Pix,1,0,41.32,189.99,0.13328,23.99832,24.1316,SP
0086E,1,Cartao,1,0,23.33,189.99,0.19992,23.93168,24.1316,SP
44705,1,Pix,1,0,14.08,189.99,0.783315,27.237585,28.0209,MG
33033,1,Pix,1,0,44.48,189.99,0.09332,23.63868,23732,RS
6003,1,Cartao,3,0,31.33,189.99,0.173264,23.958336,24.1316,SP
20031,1,Pix,1,0,45.42,189.99,0.401896,27.420604,27.8225,RJ
44805,1,Cartao,6,0,0,189.99,0.19992,23.93168,24.1316,SP
118D8,1,Cartao,3,0,26.33,189.99,1.266499,31.274601,32.5411,GO
3373,1,Cartao,3,0,30,189.99,1.344031,31.793469,33.1375,TO
CEM26,1,Cartao,3,0,33.33,189.99,0.121316,23.610684,23732,RS
CEM48,1,Pix,1,0,25.05,189.99,0.173264,23.958336,24.1316,SP
1187K,1,Cartao,3,0,33.33,189.99,0.173264,23.958336,24.1316,SP
RGL33,1,Cartao,1,0,44.5,189.99,0.17853,24.40557,24.5841,SC
RNC28,1,Pix,1,0,23.03,189.99,0.753555,27.068945,27.8225,RJ
20150,1,Pix,1,0,11.33,189.99,0.267795,24.316305,24.5841,SC
CGM38,1,Cartao,5,0,0,189.99,0.13998,23.59202,23732,RS
RLX32,1,Pix,1,0,44.48,189.99,1.20323,33.62787,34.8311,MT
CRM43,1,Pix,1,0,25.05,189.99,0.653081,27.169419,27.8225,RJ
033F3,1,Cartao,1,0,23.34,189.99,2.404845,36.426255,38.8311,MS
26612,1,Cartao,5,0,35,189.99,0.232089,24.352011,24.5841,SC
0033B,1,Cartao,3,0,0,189.99,0.13998,23.59202,23732,RS
2545Z,1,Cartao,3,0,0,189.99,0.13998,23.59202,23732,RS
33003,1,Cartao,3,0,33.33,189.99,0.232089,24.352011,24.5841,SC
CEM23,1,Cartao,3,0,0,189.99,0.753555,27.068945,27.8225,RJ
44765,1,Cartao,3,0,0,189.99,0.13998,23.59202,23732,RS
4236S,1,Cartao,2,0,13.33,189.99,0.267795,24.316305,24.5841,SC
2315Z,1,Cartao,3,0,35,189.99,0.820313,28.288587,29.1089,PE
33013,1,Cartao,3,0,33.33,189.99,0.653081,27.169419,27.8225,RJ
3078N,1,Pix,1,0,14.08,189.99,1.461345,31.079755,32.5411,GO
23403,1,Cartao,3,0,23.33,189.99,678,26.6408,27.3188,PR
1138N,1,Cartao,3,0,15.33,189.99,0.13998,23.59202,23732,RS
2305Z,1,Pix,1,0,14.08,189.99,0.19992,23.93168,24.1316,SP
33032,1,Cartao,3,0,33.33,189.99,0.121316,23.610684,23732,RS
0037K,1,Pix,1,0,24.33,189.99,0.753555,27.068945,27.8225,RJ
3635Z,1,Cartao,3,0,11.33,189.99,0.19992,23.93168,24.1316,SP
44825,1,Cartao,3,0,0,189.99,2.854845,38.976255,41.8311,AM
2585Z,1,Cartao,3,0,0,189.99,678,26.6408,27.3188,PR
3255Z,1,Pix,1,0,15.43,189.99,0.13998,23.59202,23732,RS
REM13,1,Pix,1,0,14.08,189.99,0.13998,23.59202,23732,RS
RAG35,1,Pix,1,0,32.37,189.99,0.121316,23.610684,23732,RS
PGRRM,1,Cartao,3,0,0,189.99,0.267795,24.316305,24.5841,SC
20057,1,Pix,1,0,15.43,189.99,678,26.6408,27.3188,PR
RLX27,1,Cartao,3,0,38.73,189.99,0.121316,23.610684,23732,RS
RAG22,1,Pix,1,0,31.54,189.99,0.173264,23.958336,24.1316,SP
1188N,1,Cartao,5,0,0,189.99,0.783315,27.237585,28.0209,MG
CRM47,1,Cartao,1,0,13.33,189.99,0.13998,23.59202,23732,RS
RAG33,1,Cartao,3,0,0,189.99,0.517155,25.729345,26.2465,CE
CGM47,1,Cartao,3,0,31.33,189.99,0.121316,23.610684,23732,RS
CGL47,1,Cartao,3,0,25.33,189.99,0.653081,27.169419,27.8225,RJ
CLX54,1,Cartao,3,0,0,189.99,0.13998,23.59202,23732,RS
44635,1,Cartao,3,0,12.33,189.99,0.19992,23.93168,24.1316,SP
REM10,1,Pix,1,0,36.64,189.99,0.232089,24.352011,24.5841,SC
44315,1,Cartao,3,0,31.33,189.99,0.173264,23.958336,24.1316,SP
2403,1,Cartao,3,0,17.33,189.99,0.267795,24.316305,24.5841,SC
4248N,1,Cartao,2,0,0,189.99,678,26.6408,27.3188,PR
0834T,1,Cartao,3,0,55.33,189.99,0.251185,27.571315,27.8225,RJ
RTP06,1,Cartao,3,0,33.33,189.99,0.121316,23.610684,23732,RS
0343B,1,Cartao,3,0,25,189.99,0.820313,28.288587,29.1089,PE
RTP26,1,Cartao,1,0,0,189.99,0.783315,27.237585,28.0209,MG
40350,1,Cartao,3,0,25.53,189.99,0.232089,24.352011,24.5841,SC
4148N,1,Pix,1,0,37.26,189.99,0.121316,23.610684,23732,RS
2565Z,1,Cartao,1,0,17.33,189.99,0.13998,23.59202,23732,RS
32203,1,Cartao,3,0,0,189.99,0.13998,23.59202,23732,RS
CEM41,1,Cartao,3,0,23.83,189.99,678,26.6408,27.3188,PR
2555Z,1,Cartao,3,0,0,189.99,1.804845,33.026255,34.8311,MT
RNC18,1,Pix,1,0,15.32,189.99,0.19992,23.93168,24.1316,SP
034H3,1,Pix,1,0,17.33,189.99,0.946515,28.162385,29.1089,PE
RGL35,1,Cartao,3,0,0,189.99,0.19992,23.93168,24.1316,SP
2265Z,1,Cartao,3,0,33.33,189.99,0.173264,23.958336,24.1316,SP
324D8,1,Cartao,3,0,26.33,189.99,0.173264,23.958336,24.1316,SP
24803,1,Cartao,3,0,25,189.99,0.173264,23.958336,24.1316,SP
0243B,2,Cartao,3,0,32,379.98,0.173264,23.958336,24.1316,SP
0086E,1,Pix,1,0,33.63,189.99,2.344199,38.486901,40.8311,MA
44705,1,Cartao,3,0,13.33,189.99,0.267795,24.316305,24.5841,SC
33033,1,Cartao,3,0,0,189.99,0.753555,27.068945,27.8225,RJ
6003,1,Cartao,1,0,33.33,189.99,0.121316,23.610684,23732,RS
20031,1,Cartao,3,0,55.33,189.99,0.06664,24.06496,24.1316,SP
44805,1,Cartao,3,0,0,89.99,0.19992,1.13288,1.3328,SP
118D8,1,Pix,1,0,0,89.99,0.753555,4.270145,5.0237,RJ
3373,1,Pix,1,0,12.33,89.99,0.753555,4.270145,5.0237,RJ
CEM26,1,Pix,1,0,0,89.99,0.13998,0.79322,0.9332,RS
CEM48,1,Cartao,6,0,0,89.99,0.753555,4.270145,5.0237,RJ
1187K,1,Cartao,3,0,0,89.99,0.13998,0.79322,0.9332,RS
RGL33,1,Cartao,3,0,0,89.99,0.13998,0.79322,0.9332,RS
RNC28,1,Cartao,2,0,0,89.99,2.554845,14.477455,17.0323,DF
20150,1,Cartao,3,0,43.5,89.99,0.13328,1.19952,1.3328,SP
CGM38,1,Cartao,3,0,0,89.99,0.19992,1.13288,1.3328,SP
RLX32,1,Cartao,2,20,0,89.99,2.554845,14.477455,17.0323,DF
CRM43,1,Pix,1,0,0,89.99,0.19992,1.13288,1.3328,SP
033F3,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
26612,1,Cartao,4,0,0,239.99,0.19992,29.93168,30.1316,SP
0033B,1,Pix,1,0,13.77,239.99,0.19992,29.93168,30.1316,SP
2545Z,1,Pix,1,0,41.32,239.99,0.09332,29.63868,29732,RS
33003,1,Cartao,5,0,25,239.99,0.173264,29.958336,30.1316,SP
CEM23,1,Cartao,6,0,0,239.99,0.19992,29.93168,30.1316,SP
44765,2,Pix,1,0,15.24,479.98,678,32.6408,33.3188,PR
4236S,1,Cartao,3,0,23.34,239.99,2.104845,40.726255,42.8311,SE
2315Z,1,Cartao,3,0,41.32,239.99,1.30323,40.52787,41.8311,PA
33013,1,Pix,1,0,33.12,239.99,0.173264,29.958336,30.1316,SP
3078N,1,Cartao,3,0,23.34,239.99,678,32.6408,33.3188,PR
23403,1,Cartao,3,0,23.34,239.99,2.254845,41.576255,43.8311,RN
1138N,1,Cartao,3,0,0,239.99,2.404845,42.426255,44.8311,MS
2305Z,1,Cartao,5,0,0,239.99,0.19992,29.93168,30.1316,SP
33032,1,Pix,1,0,13.77,239.99,0.13998,29.59202,29732,RS
0037K,1,Pix,1,0,13.77,239.99,0.19992,29.93168,30.1316,SP
3635Z,1,Pix,1,0,13.77,239.99,0.19992,29.93168,30.1316,SP
44825,1,Pix,1,0,30.31,239.99,0.173264,29.958336,30.1316,SP
2585Z,1,Pix,1,0,41.32,239.99,0.09332,29.63868,29732,RS
3255Z,1,Cartao,3,0,47.31,239.99,0.074656,29.657344,29732,RS
REM13,1,Pix,1,0,41.32,239.99,0.13328,29.99832,30.1316,SP
PGRRM,1,Cartao,5,0,0,239.99,0.19992,29.93168,30.1316,SP
20057,1,Cartao,5,0,23.34,239.99,0.267795,30.316305,30.5841,SC
RLX27,1,Cartao,5,0,0,239.99,0.19992,29.93168,30.1316,SP
RAG22,1,Cartao,2,0,23.34,239.99,0.19992,29.93168,30.1316,SP
1188N,1,Cartao,3,0,17.5,239.99,0.753555,33.068945,33.8225,RJ
CRM47,1,Cartao,6,0,47.31,239.99,0.106624,30.024976,30.1316,SP
RAG33,1,Cartao,3,0,27.33,239.99,0.173264,29.958336,30.1316,SP
CGM47,1,Cartao,3,0,0,239.99,678,32.6408,33.3188,PR
CGL47,1,Cartao,1,0,0,239.99,0.19992,29.93168,30.1316,SP
CLX54,1,Pix,1,0,41.32,239.99,0.13328,29.99832,30.1316,SP
44635,1,Cartao,3,0,23.34,239.99,0.19992,29.93168,30.1316,SP
REM10,1,Cartao,5,0,23.34,239.99,0.19992,29.93168,30.1316,SP
44315,1,Cartao,5,0,0,239.99,0.19992,29.93168,30.1316,SP
2403,1,Cartao,3,0,0,239.99,678,32.6408,33.3188,PR
4248N,1,Pix,1,0,30.31,239.99,0.121316,29.610684,29732,RS
0834T,1,Pix,1,0,0,239.99,0.19992,29.93168,30.1316,SP
RTP06,1,Pix,1,0,13.77,239.99,0.267795,30.316305,30.5841,SC
0343B,1,Cartao,5,0,23.34,239.99,0.19992,29.93168,30.1316,SP
RTP26,1,Pix,1,0,34.32,199.99,0.232089,25.552011,25.7841,SC
40350,1,Cartao,5,0,24.34,199.99,678,27.8408,28.5188,PR
4148N,1,Cartao,3,0,24.34,199.99,678,27.8408,28.5188,PR
2565Z,1,Cartao,5,0,24.34,199.99,0.267795,25.516305,25.7841,SC
32203,1,Cartao,6,0,0,199.99,0.13998,24.79202,24932,RS
CEM41,1,Pix,1,0,58.12,199.99,0.089265,25.694835,25.7841,SC
2555Z,1,Cartao,3,0,27.33,199.99,0.678873,28.542027,29.2209,MG
RNC18,1,Pix,1,0,22.04,199.99,0.753555,28.268945,29.0225,RJ
034H3,1,Pix,1,0,34.32,199.99,0.121316,24.810684,24932,RS
RGL35,1,Pix,1,0,0,199.99,0.19992,25.13168,25.3316,SP
2265Z,1,Cartao,3,0,0,199.99,0.19992,25.13168,25.3316,SP
324D8,1,Pix,1,0,0,199.99,0.19992,25.13168,25.3316,SP
24803,1,Cartao,5,0,24.34,199.99,0.13998,24.79202,24932,RS
0243B,1,Pix,1,0,33.12,199.99,0.173264,25.158336,25.3316,SP
0086E,1,Cartao,6,0,0,199.99,0.267795,25.516305,25.7841,SC
44705,1,Cartao,3,0,24.34,199.99,0.45015,26.54965,26.9998,BA
33033,1,Cartao,3,0,38.5,199.99,0.39013,26.60967,26.9998,BA
6003,1,Cartao,4,0,0.01,199.99,0.19992,25.13168,25.3316,SP
20031,1,Cartao,4,0,0,199.99,0.19992,25.13168,25.3316,SP
44805,1,Pix,1,0,34.32,199.99,0.173264,25.158336,25.3316,SP
118D8,1,Cartao,3,0,0,199.99,0.19992,25.13168,25.3316,SP
3373,1,Cartao,3,0,24.33,199.99,0.19992,25.13168,25.3316,SP
CEM26,1,Cartao,3,0,52.5,199.99,0.06664,25.26496,25.3316,SP
CEM48,1,Cartao,4,0,0,199.99,0.13998,24.79202,24932,RS
1187K,1,Cartao,3,0,0,199.99,0.13998,24.79202,24932,RS
RGL33,1,Cartao,3,0,24.33,199.99,0.19992,25.13168,25.3316,SP
RNC28,1,Cartao,3,0,24.33,199.99,0.19992,25.13168,25.3316,SP
20150,1,Pix,1,0,31.6,199.99,0.653081,28.369419,29.0225,RJ
CGM38,1,Cartao,3,0,52.5,199.99,0.251185,28.771315,29.0225,RJ
RLX32,1,Cartao,4,0,52.5,199.99,0.06664,25.26496,25.3316,SP
CRM43,1,Cartao,3,0,0,199.99,0.19992,25.13168,25.3316,SP
033F3,1,Cartao,3,0,0,199.99,0.19992,25.13168,25.3316,SP
26612,1,Pix,1,0,21.13,199.99,0.13998,24.79202,24932,RS
0033B,1,Pix,1,0,23.43,199.99,0.19992,25.13168,25.3316,SP
2545Z,1,Pix,1,0,0,199.99,0.19992,25.13168,25.3316,SP
33003,1,Cartao,4,0,55,199.99,0.06664,25.26496,25.3316,SP
CEM23,1,Pix,1,0,30.33,199.99,0.121316,24.810684,24932,RS
44765,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
4236S,1,Cartao,5,0,13.33,399.99,678,51.8408,52.5188,PR
2315Z,1,Cartao,3,0,34.33,399.99,0.653081,52.369419,53.0225,RJ
33013,1,Pix,1,0,16.43,399.99,0.19992,49.13168,49.3316,SP
3078N,1,Cartao,3,0,0,399.99,0.13998,48.79202,48932,RS
23403,1,Cartao,3,0,25.33,399.99,0.173264,49.158336,49.3316,SP
1138N,1,Pix,1,0,16.43,399.99,0.13998,48.79202,48932,RS
2305Z,1,Pix,1,0,22.76,399.99,0.19992,49.13168,49.3316,SP
33032,1,Cartao,3,0,34.33,399.99,1.394458,57.330942,58.7254,RO
0037K,1,Cartao,3,0,47.5,399.99,0.074656,48.857344,48932,RS
3635Z,1,Pix,1,0,24.13,399.99,0.19992,49.13168,49.3316,SP
44825,1,Cartao,2,0,47.5,399.99,0.106624,49.224976,49.3316,SP
2585Z,1,Cartao,3,0,34.33,399.99,0.678873,52.542027,53.2209,MG
3255Z,1,Cartao,3,0,0,399.99,0.13998,48.79202,48932,RS
REM13,1,Cartao,3,0,21.74,399.99,0.13998,48.79202,48932,RS
RAG35,1,Pix,1,0,34.83,399.99,0.678873,52.542027,53.2209,MG
PGRRM,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
20057,1,Pix,1,0,34.83,399.99,0.173264,49.158336,49.3316,SP
RLX27,1,Cartao,5,0,0,399.99,0.19992,49.13168,49.3316,SP
RAG22,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
1188N,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
CRM47,1,Cartao,3,0,0,399.99,0.19992,49.13168,49.3316,SP
RAG33,1,Cartao,3,0,38.5,399.99,0.678873,52.542027,53.2209,MG
CGM47,1,Pix,1,0,53.15,399.99,0.04666,48.88534,48932,RS
CGL47,1,Pix,1,0,57.35,399.99,0.261105,52.959795,53.2209,MG
CLX54,1,Pix,1,0,0,399.99,0.19992,49.13168,49.3316,SP
44635,1,Pix,1,0,34.83,399.99,0.173264,49.158336,49.3316,SP
REM10,1,Pix,1,0,27.34,239.99,0.5876,32.7312,33.3188,PR
44315,1,Cartao,3,0,0,239.99,0.753555,33.068945,33.8225,RJ
2403,1,Cartao,2,0,23.5,239.99,0.783315,33.237585,34.0209,MG
4248N,1,Cartao,3,0,14.73,239.99,0.753555,33.068945,33.8225,RJ
0834T,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
RTP06,1,Cartao,3,0,24,239.99,0.13998,29.59202,29732,RS
0343B,1,Boleto,1,0,0,239.99,0.946515,34.162385,35.1089,PE
RTP26,1,Cartao,3,0,13.5,239.99,0.19992,29.93168,30.1316,SP
40350,1,Cartao,3,0,27.33,239.99,0.173264,29.958336,30.1316,SP
4148N,1,Pix,1,0,23.53,239.99,0.753555,33.068945,33.8225,RJ
2565Z,1,Cartao,3,0,0,239.99,678,32.6408,33.3188,PR
32203,1,Cartao,3,0,27.33,239.99,0.653081,33.169419,33.8225,RJ
CEM41,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
2555Z,1,Cartao,4,0,27.33,239.99,0.173264,29.958336,30.1316,SP
RNC18,1,Cartao,3,0,27.33,239.99,0.232089,30.352011,30.5841,SC
034H3,1,Cartao,3,0,16.33,239.99,0.753555,33.068945,33.8225,RJ
RGL35,1,Cartao,4,0,0,239.99,0.19992,29.93168,30.1316,SP
2265Z,1,Pix,1,0,14.08,239.99,0.19992,29.93168,30.1316,SP
324D8,1,Pix,1,0,23.53,239.99,0.783315,33.237585,34.0209,MG
24803,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
0243B,1,Cartao,2,0,27.33,239.99,0.5876,32.7312,33.3188,PR
0086E,1,Cartao,6,0,27.33,239.99,0.173264,29.958336,30.1316,SP
44705,1,Cartao,3,0,27.33,239.99,0.173264,29.958336,30.1316,SP
33033,1,Pix,1,0,38.83,239.99,0.173264,29.958336,30.1316,SP
6003,1,Cartao,3,0,35.33,239.99,0.5876,32.7312,33.3188,PR
20031,1,Cartao,3,0,0,239.99,0.19992,29.93168,30.1316,SP
44805,1,Cartao,3,0,0,239.99,0.13998,29.59202,29732,RS
118D8,1,Cartao,3,0,0,239.99,0.783315,33.237585,34.0209,MG
3373,1,Cartao,1,0,14.73,239.99,0.19992,29.93168,30.1316,SP
CEM26,1,Cartao,3,0,24,239.99,0.267795,30.316305,30.5841,SC
CEM48,1,Cartao,6,0,0,239.99,0.19992,29.93168,30.1316,SP
1187K,1,Cartao,1,0,16.33,239.99,0.19992,29.93168,30.1316,SP
RGL33,1,Cartao,3,0,23.43,239.99,0.517155,31.729345,32.2465,CE
RNC28,1,Cartao,3,0,28.33,329.99,0.121316,40.410684,40532,RS
20150,1,Cartao,1,0,0,329.99,0.13998,40.39202,40532,RS
CGM38,1,Cartao,1,0,0,329.99,0.267795,41.116305,41.3841,SC
RLX32,1,Cartao,3,0,52.5,329.99,0.06664,40.86496,40.9316,SP
CRM43,1,Boleto,1,0,0,329.99,0.13998,40.39202,40532,RS
033F3,1,Cartao,3,0,0,329.99,0.13998,40.39202,40532,RS
26612,1,Cartao,1,0,0,329.99,0.19992,40.73168,40.9316,SP
0033B,1,Pix,1,0,15.23,329.99,0.13998,40.39202,40532,RS
2545Z,1,Pix,1,0,23.43,329.99,0.753555,43.868945,44.6225,RJ
33003,1,Pix,1,0,55.33,329.99,0.06664,40.86496,40.9316,SP
CEM23,1,Pix,1,0,0,329.99,0.19992,40.73168,40.9316,SP
44765,1,Cartao,1,0,0,329.99,0.19992,40.73168,40.9316,SP
4236S,1,Cartao,3,0,0,329.99,0.19992,40.73168,40.9316,SP
